Tubule_ID,Loop_ID,distance,mean_phase
9,1,0,5.838901274108918
9,1,626.4786779921133,4.895920823207406
9,1,1260.2778640599151,4.428703163765531
9,1,1876.257661524382,4.286904237753102
9,1,2543.1939325820313,3.7829927761173
9,1,3191.634134801211,3.3315082126846036
9,1,3863.2867073558687,3.256260785445821
9,1,4555.362875092543,2.97487461464909
9,1,5171.34267255701,2.8693548006003162
9,1,5840.493552894843,3.256260785445821
9,1,6481.900329974973,3.22108751409623
9,1,7171.085208196327,2.076429381204867
9,1,7853.52374421527,2.4272761655724677
9,1,8472.968997068332,2.9162524957331044
9,1,9136.726895674023,3.1976386665298353
9,1,9844.982008607125,3.256260785445821
9,1,10470.496923427465,3.2093630903130324
9,1,11060.660143977773,2.544790580372647
9,1,11672.108208520012,1.7693449825017717
9,1,12358.114714289408,0.8711824923963714
9,1,13008.092845553638,1.08039371356953
9,1,13669.636134879145,1.08039371356953
9,1,14346.394606229307,1.08039371356953
9,1,14979.517112061974,1.3835322718997165
9,1,15620.923889142105,1.7693449825017717
9,1,16305.966631739728,1.7693449825017717
9,1,16953.155987850496,1.9602721344310379
9,1,17592.0610727138,2.670039596285965
9,1,18281.922631170288,3.0921188524810614
9,1,18894.047375947663,3.256260785445821
9,1,19548.167642835622,2.6165948220630955
9,1,20153.25896247395,2.681764020069162
9,1,20786.381468306616,3.3189669748114734
9,1,21441.46549836635,3.256260785445821
9,1,22099.153735004766,3.0100478859986817
9,1,22711.278479782137,2.670039596285965
9,1,23328.509123355016,2.670039596285965
9,1,23945.739766927894,2.166498842583286
9,1,24591.001596695114,1.3835322718997165
9,1,25198.020442676985,1.08039371356953
9,1,25815.251086249864,1.0506616806959563
9,1,26423.23369540351,0.41142297391411936
9,1,27057.319964407947,0.33709289173018486
9,1,27698.726741488077,0.33709289173018486
9,1,28330.311318275693,0.33709289173018486
9,1,28955.826233096035,0.1279884847072482
9,1,29668.223481652865,-0.3163583802164922
9,1,30357.69544281086,-0.3163583802164922
9,1,31048.520764439123,-1.2380011338148225
9,1,31773.34441986715,-1.9324690394467678
9,1,32458.38716246477,-2.964218332368113
9,1,33130.32681795607,-3.5662480157608325
9,1,33862.47098145978,-3.191066454698525
9,1,34556.761758476634,-3.997645235766476
9,1,35211.271622663095,-4.395647325864459
9,1,35839.00114676362,-4.610293502328329
9,1,36532.61524354534,-5.213661504191477
9,1,37222.763884938475,-5.306853708667565
9,1,37871.49117009429,-5.648772086713663
9,1,38549.50048755286,-5.946092415449401
9,1,39243.79126456972,-5.946092415449401
9,1,39948.86800505086,-5.871762333265467
9,1,40540.28207170958,-6.325094153178474
9,1,41205.57789936032,-6.207472924228072
9,1,41866.73159138733,-6.390439280373141
9,1,42607.16002613851,-6.599543687396078
9,1,43288.0606331124,-6.155196822472338
9,1,44000.17079873259,-5.946092415449401
9,1,44699.99552169469,-5.767700218207959
9,1,45437.24558399391,-5.946092415449401
9,1,46107.93439337679,-5.946092415449401
9,1,46724.48835671454,-6.415195030483429
9,1,47309.54567846934,-7.034490907100278
9,1,47932.456386711,-7.111246298812784
9,1,48597.46513142511,-6.599543687396078
9,1,49216.623301341526,-6.75305447082109
9,1,49796.57472430082,-7.6958338597927725
9,1,50408.412386141565,-8.008987815502604
9,1,51014.180386015025,-8.181297889366697
9,1,51700.76105765769,-8.519433789857873
9,1,52372.12654727571,-8.62850988679051
9,1,53040.313664441775,-9.084367547197003
9,1,53689.04094959759,-9.310109828913351
9,1,54355.977220655244,-9.096908785070134
9,1,55074.44413117935,-9.310109828913351
9,1,55741.66748517364,-9.36464787737967
9,1,56389.14392422105,-8.733212886749351
9,1,57017.837211493345,-9.121991260816394
9,1,57622.92853113166,-9.310109828913351
9,1,58299.687002481834,-9.310109828913351
9,1,58914.02635653939,-9.5211494570109
9,1,59557.36065996306,-10.227297804128892
9,1,60185.09018406359,-10.693516437106926
9,1,60851.63685782274,-11.773866168379303
9,1,61440.836315201275,-11.417081773896419
9,1,62120.198993130114,-11.853631205853949
9,1,62795.70661837187,-11.485976900789643
9,1,63460.715363085976,-11.902225361019676
9,1,64054.34403902487,-11.515708933663216
9,1,64746.707289698184,-11.798163245962167
9,1,65397.36210119755,-12.110349591134693
9,1,66106.86806023907,-11.69410113090466
9,1,66749.9152807261,-12.050885525387544
9,1,67372.53890603113,-12.16981365688184
9,1,68004.41056575537,-12.229277722628987
9,1,68623.85581860844,-12.229277722628987
9,1,69301.57805313038,-12.425313104212991
9,1,70026.4017085584,-13.304883648994448
9,1,70678.98404640131,-13.522357258846547
9,1,71353.52790847128,-13.522357258846547
9,1,72042.425703756,-13.540327168825081
9,1,72680.36702544754,-14.356512940227708
9,1,73415.68956140321,-14.968394658182085
9,1,74125.87220067986,-15.593295136092937
9,1,74813.12955255767,-15.066563145421458
9,1,75522.0613457259,-15.191975524152763
9,1,76201.03442635624,-15.66364167879212
9,1,76906.11116683739,-15.505506470981024
9,1,77570.15614837973,-15.851232459323274
9,1,78234.48821285869,-16.179516325252795
9,1,78877.53543334574,-16.179516325252795
9,1,79518.65512748921,-16.179516325252795
9,1,80196.37736201115,-16.565033726145412
9,1,80855.31644475798,-17.704966903685776
9,1,81534.28952538832,-17.95298936050138
9,1,82211.72467697362,-17.932688388773883
9,1,82969.00873715637,-18.200276684636048
9,1,83615.23433009535,-18.39353489831428
9,1,84318.09646129631,-18.334070832567132
9,1,85027.02825446455,-18.37866888187749
9,1,85596.4807968962,-18.512463029808575
9,1,86231.53082907242,-18.43813294762464
9,1,86851.93984509724,-18.669291335075776
9,1,87427.74913243281,-19.100569174560583
9,1,88144.00143367675,-19.16591430175525
9,1,88866.61047982458,-19.16591430175525
9,1,89485.09196950587,-19.255462258753173
9,1,90191.52207045729,-19.944526625020945
9,1,90790.93332542683,-20.326167300579034
9,1,91360.38586785848,-20.70403806495281
9,1,91989.07915513078,-21.19646386384709
9,1,92620.95081485504,-21.876480443272524
9,1,93338.16687927074,-21.81377425390687
9,1,93993.92758956559,-21.81377425390687
9,1,94702.85938273385,-21.876480443272524
9,1,95344.9428400491,-21.876480443272524
9,1,96032.87687216204,-22.110968918936468
9,1,96760.87890004202,-22.29855969946762
9,1,97432.24438966005,-22.239937580551636
9,1,98115.8901674257,-22.46270163243238
9,1,98694.59074427659,-22.439252784865985
9,1,99342.06718332399,-21.876480443272524
9,1,99990.50738554318,-21.876480443272524
9,1,100606.48718300764,-21.876480443272524
9,1,101269.85548431484,-21.73852682666809
9,1,101905.58219672619,-21.688361875175566
9,1,102536.20301034203,-21.15125006237663
9,1,103184.93029549785,-20.70403806495281
9,1,103798.01880344702,-20.19233545353611
9,1,104416.21321019165,-20.301914205293322
9,1,105076.11605611026,-19.92467175945026
9,1,105714.05737780179,-19.52106506805827
9,1,106376.85151323571,-18.512463029808575
9,1,107035.79059598253,-18.512463029808575
9,1,107645.70073147972,-18.512463029808575
9,1,108314.17493158241,-18.512463029808575
9,1,108934.58394760726,-20.22189155722108
9,1,109521.5687957056,-20.70403806495281
9,1,110107.58988063218,-20.70403806495281
9,1,110716.5362529576,-20.70403806495281
9,1,111345.2295402299,-19.805542566026133
9,1,111990.20428706048,-19.805542566026133
9,1,112631.32398120397,-19.805542566026133
9,2,0,5.838901274108918
9,2,626.4786779921133,4.895920823207406
9,2,1260.2778640599151,4.428703163765531
9,2,1876.257661524382,4.286904237753102
9,2,2543.1939325820313,3.7829927761173
9,2,3191.634134801211,3.3315082126846036
9,2,3863.2867073558687,3.256260785445821
9,2,4555.362875092543,2.97487461464909
9,2,5171.34267255701,2.8693548006003162
9,2,5840.493552894843,3.256260785445821
9,2,6481.900329974973,3.22108751409623
9,2,7171.085208196327,2.076429381204867
9,2,7853.52374421527,2.4272761655724677
9,2,8472.968997068332,2.9162524957331044
9,2,9136.726895674023,3.1976386665298353
9,2,9844.982008607125,3.256260785445821
9,2,10470.496923427465,3.2093630903130324
9,2,11060.660143977773,2.544790580372647
9,2,11672.108208520012,1.7693449825017717
9,2,12358.114714289408,0.8711824923963714
9,2,13008.092845553638,1.08039371356953
9,2,13669.636134879145,1.08039371356953
9,2,14346.394606229307,1.08039371356953
9,2,14979.517112061974,1.3835322718997165
9,2,15620.923889142105,1.7693449825017717
9,2,16305.966631739728,1.7693449825017717
9,2,16953.155987850496,1.9602721344310379
9,2,17592.0610727138,2.670039596285965
9,2,18281.922631170288,3.0921188524810614
9,2,18894.047375947663,3.256260785445821
9,2,19548.167642835622,2.6165948220630955
9,2,20153.25896247395,2.681764020069162
9,2,20786.381468306616,3.3189669748114734
9,2,21441.46549836635,3.256260785445821
9,2,22099.153735004766,3.0100478859986817
9,2,22711.278479782137,2.670039596285965
9,2,23328.509123355016,2.670039596285965
9,2,23945.739766927894,2.166498842583286
9,2,24591.001596695114,1.3835322718997165
9,2,25198.020442676985,1.08039371356953
9,2,25815.251086249864,1.0506616806959563
9,2,26423.23369540351,0.41142297391411936
9,2,27057.319964407947,0.33709289173018486
9,2,27698.726741488077,0.33709289173018486
9,2,28330.311318275693,0.33709289173018486
9,2,28955.826233096035,0.1279884847072482
9,2,29668.223481652865,-0.3163583802164922
9,2,30357.69544281086,-0.3163583802164922
9,2,31048.520764439123,-1.2380011338148225
9,2,31773.34441986715,-1.9324690394467678
9,2,32458.38716246477,-2.964218332368113
9,2,33130.32681795607,-3.5662480157608325
9,2,33862.47098145978,-3.191066454698525
9,2,34556.761758476634,-3.997645235766476
9,2,35211.271622663095,-4.395647325864459
9,2,35839.00114676362,-4.610293502328329
9,2,36532.61524354534,-5.213661504191477
9,2,37222.763884938475,-5.306853708667565
9,2,37871.49117009429,-5.648772086713663
9,2,38549.50048755286,-5.946092415449401
9,2,39243.79126456972,-5.946092415449401
9,2,39948.86800505086,-5.871762333265467
9,2,40540.28207170958,-6.325094153178474
9,2,41205.57789936032,-6.207472924228072
9,2,41866.73159138733,-6.390439280373141
9,2,42607.16002613851,-6.599543687396078
9,2,43288.0606331124,-6.155196822472338
9,2,44000.17079873259,-5.946092415449401
9,2,44657.71291664747,-5.7825662346447455
9,2,45321.08121795466,-5.282556631084701
9,2,45982.52199291831,-4.57580509817722
9,2,46685.38412411927,-3.292012109843672
9,2,47334.78808951022,-3.0269245217337652
9,2,48000.7605973961,-2.8764296672562
9,2,48609.70696972152,-2.399862628077243
9,2,49314.49662726602,-2.5879811961741996
9,2,49967.65313098221,-2.3671397989974516
9,2,50667.3368897312,-1.5542715494370143
9,2,51325.31220930627,-0.7896832957769446
9,2,51929.152682836175,0.11491945926831466
9,2,52604.66030807793,1.4828945643474545
9,2,53243.852475877866,2.0850059291491667
9,2,53859.1555931072,3.5447092565278213
9,2,54444.49999779864,4.406887944379004
9,2,55054.69721623247,4.428703163765531
9,2,55605.653689825645,4.428703163765531
9,2,56280.48463483226,4.836858881319917
9,2,56853.115549715876,5.994070818455024
9,2,57503.093680980106,6.76893836327764
9,2,58146.71506734042,6.783804379714427
9,2,58733.02323520364,6.679742264656919
9,2,59431.45614784423,6.620278198909771
9,2,60032.11824892218,6.620278198909771
9,2,60696.45031340115,6.694608281093705
9,2,61277.36549953223,6.620278198909771
9,2,61867.81580301917,6.620278198909771
9,2,62409.23715925648,6.620278198909771
9,2,62957.97902356948,6.977062593392657
9,2,63672.01671553322,7.155454790634099
9,2,64291.17488544965,6.620278198909771
9,2,64961.28952895925,6.620278198909771
9,2,65625.33451050158,6.650010231783345
9,2,66185.539018514,7.1851868235076735
9,2,66722.81823912758,7.75990978355539
9,2,67312.01769650611,7.909305080604199
9,2,67899.2896275411,8.234365672471135
9,2,68454.38823675801,8.279824518168578
9,2,69072.8697264393,8.7319436833173
9,2,69750.3048780246,9.49254839749262
9,2,70452.20324605379,9.480823973709422
9,2,71148.70863235083,9.539446092625408
9,2,71816.89574951689,9.539446092625408
9,2,72491.43961158686,9.539446092625408
9,2,73152.30622067724,9.258059921828677
9,2,73812.20906659584,8.59633997801775
9,2,74424.3338113732,8.5071187466558
9,2,75091.5571653675,8.685561209379701
9,2,75712.92994456411,8.953224903465552
9,2,76379.18953538663,8.992457112523581
9,2,77071.55278605994,9.652317233483581
9,2,77689.07051256945,10.16650798628193
9,2,78319.01464595017,10.16650798628193
9,2,78928.24810121222,10.700980861251853
9,2,79566.47650584039,10.711888470945118
9,2,80199.31192873641,11.033587558672712
9,2,80786.5838597714,11.451545045306299
9,2,81468.7353128537,11.114012330604611
9,2,82183.0600877541,11.623377597087046
9,2,82847.1050692964,12.25001223414268
9,2,83506.04415204325,12.25001223414268
9,2,84122.59811538098,12.25001223414268
9,2,84771.03831760016,12.25001223414268
9,2,85418.22767371094,12.25001223414268
9,2,86042.49174242286,12.25001223414268
9,2,86737.7462826115,12.25001223414268
9,2,87377.22553334809,12.13487914657392
9,2,87966.71207366325,12.25001223414268
9,2,88649.82728991732,12.25001223414268
9,2,89347.0093564495,12.563668844677085
9,2,90040.91053616787,12.903463506089357
9,2,90756.19907424001,12.903463506089357
9,2,91422.45866506253,12.977793588273292
9,2,92054.33032478679,12.977793588273292
9,2,92699.592154554,12.992659604710079
9,2,93368.74303489184,12.977793588273292
9,2,94014.2919475957,12.977793588273292
9,2,94696.44340067802,12.903463506089357
9,2,95397.09092259879,13.126453752641162
9,2,96038.21061674228,12.903463506089357
9,2,96707.93566295339,12.903463506089357
9,2,97348.09159392511,13.126453752641162
9,2,97973.60650874543,13.185917818388308
9,2,98612.12199631025,13.349443999192964
9,2,99315.94789068299,13.141319769077947
9,2,99997.81226082865,13.724003524909861
9,2,100641.43364718897,14.670244948985799
9,2,101337.65195054936,15.391114799278514
9,2,102015.66126800794,15.822631399804994
9,2,102741.73576954438,15.822631399804994
9,2,103437.56447560628,16.01074996790195
9,2,104113.35918378466,16.085997395140733
9,2,104749.6600620693,15.506071957658671
9,2,105449.63090375494,15.236410210645138
9,2,106120.03263020118,15.482623110092277
9,2,106815.28717038981,15.658489466840233
9,2,107523.54228332291,15.822631399804994
9,2,108215.90553399624,17.603914434390404
9,2,108911.16007418487,16.98637784965957
9,2,109591.70787112592,16.02329120577508
9,2,110243.03936286042,15.803266622688266
9,2,110892.05373095287,15.71711158575622
9,2,111537.60264365673,16.211409773872038
9,2,112194.61420006002,16.951443339351652
9,2,112880.62070582941,17.22830561672721
9,2,113563.1617562102,17.635456024632447
9,2,114312.16154514549,17.893569277051384
9,2,115001.63350630348,18.45644214960976
9,2,115640.82567410341,19.13437271151321
9,2,116292.7313317112,19.409639059820748
9,2,117001.95020781609,19.365041010510385
9,2,117662.14013667131,19.186648813268942
9,2,118308.65281254695,19.186648813268942
9,2,119009.30033446771,19.662361339246125
9,2,119725.83971864828,19.92994963510829
9,2,120367.92317596354,20.65385426390437
9,2,121049.11086587408,21.144866346104536
9,2,121685.4117441587,21.965123621586216
9,2,122275.57496470901,22.10581670698458
9,2,122887.69970948639,22.75253240428196
9,2,123623.02224544206,23.508600658665493
9,2,124317.88718833218,24.368643063512234
9,2,124939.2599675288,25.417558018692795
9,2,125586.73640657621,25.529298186195675
9,2,126234.21284562361,26.213134942287876
9,2,126954.8943654279,26.213134942287876
9,3,0,1.08039371356953
9,3,723.5728093196135,0.6790112697762837
9,3,1356.6953151522807,0.33709289173018486
9,3,2031.2391772222577,-0.32500404319917126
9,3,2641.149312719447,-1.2827122804607125
9,3,3321.0861565215664,-2.07263433727933
9,3,4048.1244212297765,-2.88897090512933
9,3,4708.314350085014,-3.0269245217337652
9,3,5306.761841882784,-3.736283576543727
9,3,5932.563839639762,-4.1683530973772385
9,3,6587.934952636134,-5.078780365202253
9,3,7217.592003080204,-5.4406478565986465
9,3,7925.560033076668,-5.693370136024024
9,3,8627.171318169216,-5.946092415449401
9,3,9320.785414950939,-5.946092415449401
9,3,9925.589651652625,-5.693370136024024
9,3,10654.842525641017,-5.797432251081532
9,3,11344.027403862374,-6.403508305812076
9,3,11960.581367200117,-7.072868602956531
9,3,12620.484213118716,-7.308663981164367
9,3,13385.37586431378,-7.751628545320528
9,3,14077.452032050456,-8.137667450593641
9,3,14732.925659408684,-8.644846168589178
9,3,15429.718128642366,-9.184697450182046
9,3,16069.874059614085,-9.497700609444506
9,3,16732.565680686144,-9.134532498689525
9,3,17370.50700237768,-8.811727570347866
9,3,18020.874730940406,-6.87640596477164
9,3,18693.668866374323,-6.521129534762477
9,3,19341.145305421727,-5.946092415449401
9,3,20000.084388168554,-5.85689631682868
9,3,20633.883574236355,-5.812298267518319
9,3,21277.217877660034,-5.797432251081532
9,3,21987.400516936683,-5.633906070276876
9,3,22647.01627991864,-4.2912333524297495
9,3,23305.66827972883,-3.6259005770671955
9,3,23956.32309122819,-3.120719911999342
9,3,24646.758815557958,-3.0269245217337652
9,3,25300.879082445917,-3.378657235229679
9,3,26007.88334927061,-3.613145710893621
9,3,26701.210363115693,-3.378657235229679
9,3,27350.901411443283,-3.14008468911607
9,3,28007.625884909925,-3.0269245217337652
9,3,28682.169746979904,-2.2923447611007854
9,3,29336.67961116636,0.33709289173018486
9,3,29991.476558289454,0.33709289173018486
9,3,30678.446827230622,0.3519589081669718
9,3,31334.207537525494,1.0060636313855955
9,3,31943.15390985091,1.5488805764434543
9,3,32629.16041562031,1.6039966779580337
9,3,33323.73827557381,1.08039371356953
9,3,34032.28047144354,1.08039371356953
9,3,34679.46982755431,1.2595210434919129
9,3,35269.63304810462,1.7491822408510325
9,3,35921.25162277576,2.382835195894786
9,3,36559.48002740393,2.9045280719499074
9,3,37282.376156488404,3.1155677000474555
9,3,37974.73940716172,3.3890244909865253
9,3,38662.9605222113,4.77013145335767
9,3,39244.83947151415,5.77493844768183
9,3,39790.402963375185,6.202069384863898
9,3,40406.66984377629,6.620278198909771
9,3,41042.39655618764,6.620278198909771
9,4,0,5.327198662692212
9,4,581.878949302846,5.327198662692212
9,4,1235.4250503175294,5.111559742949809
9,4,1883.5781696000706,4.428703163765531
9,4,2520.5557281198303,4.428703163765531
9,4,3089.0445073797105,4.428703163765531
9,4,3712.344812919866,5.4368276799318815
9,4,4270.334711652099,6.620278198909771
9,4,4913.669015075774,6.620278198909771
9,4,5578.9648427265165,6.620278198909771
9,4,6206.694366827041,6.59441660818542
9,4,6844.635688518574,5.327198662692212
9,4,7478.434874586375,5.088940275843962
9,4,8160.012161795403,4.890391620137088
9,4,8825.020906509506,4.784331452151896
9,4,9411.041991436083,4.39598033468574
9,4,10043.877414332112,3.8833226791023434
9,4,10699.92520756362,3.369131926303995
9,4,11328.331411899278,3.3189669748114734
9,4,11983.128359022374,3.256260785445821
9,4,12610.857883122899,3.256260785445821
9,4,13245.620832362474,3.1390165476138496
9,4,13874.314119634771,2.670039596285965
9,4,14510.327914982758,2.670039596285965
9,4,15105.59703432857,2.998323462215484
9,4,15767.967574580473,3.1390165476138496
9,4,16404.94513310023,3.256260785445821
9,4,17085.845740074124,3.05694558113147
9,4,17734.86010816658,2.51836350297065
9,4,18390.62081846145,2.1784745937787706
9,4,19111.97901850088,1.7693449825017717
9,4,19732.675117462353,1.3697532465210716
9,4,20364.833860123246,1.0655276971327432
9,4,21066.158062279155,0.634413220465923
9,4,21680.21033340008,0.8425374505809397
9,4,22273.839009338983,0.9763315985120218
9,4,22992.305919863087,0.33709289173018486
9,4,23619.35876372848,0.5749491547187753
9,4,24262.693067152155,0.36682492460375865
9,4,24920.668386727208,-0.10725397319355555
9,4,25529.614759052623,-0.3163583802164922
9,4,26192.306380124686,-0.3163583802164922
9,4,26903.452782573106,-0.6233799470665154
9,4,27502.187357307517,-1.065188405126155
9,4,28118.74132064526,-0.5850022512102625
9,4,28808.602879101745,-0.5594171206394273
9,4,29457.330164257564,-1.1346804346235615
9,4,30145.838362243783,-1.3910595278977171
9,4,30787.245139323913,-1.6388432236716515
9,4,31390.121849682055,-1.8544821434140548
9,4,32079.01964496677,-1.8544821434140548
9,4,32763.09862439262,-1.6855901223570675
9,4,33375.223369169995,-1.02547867398478
9,4,34007.38211183089,-0.9659140772727177
9,4,34701.28329154925,-1.8223122346412954
9,4,35348.759730596656,-2.0071886791197473
9,4,36021.66314925972,-2.8388059536368084
9,4,36686.67189397383,-2.0949773442316606
9,4,37379.99890781891,-2.178970965418037
9,4,38061.186597729444,-2.399862628077243
9,4,38787.937779501015,-2.8388059536368084
9,4,39407.383032354075,-2.6381461476667214
9,4,40108.030554274854,-3.202790878481722
9,4,40770.82468970877,-3.2614129973977075
9,4,41449.79777033912,-4.402791307558723
9,4,42048.24526213689,-5.2093135399589086
9,4,42734.53885084292,-4.776433488220771
9,4,43441.25603473098,-4.077435405982349
9,4,44102.12264382135,-4.14277424999171
9,4,44771.56060709582,-4.068343636842861
9,4,45465.17470387755,-3.926268250676916
9,4,46065.8368049555,-4.060100097719841
9,4,46695.10425810107,-4.504748555538326
9,4,47392.573407569886,-4.5138403246778145
9,4,48029.55096608965,-4.5138403246778145
9,4,48682.13330393256,-4.5138403246778145
9,4,49352.24794744216,-4.123742481696263
9,4,50029.9701819641,-3.6666784497107914
9,4,50700.65899134698,-3.613145710893621
9,4,51429.62478239874,-3.4959014730616498
9,4,52080.566676834744,-3.133550176396603
9,4,52706.36867459172,-4.215564951775385
9,4,53332.1706723487,-4.734304730736132
9,4,53962.114805729405,-5.175233542852767
9,4,54653.903890529444,-5.277121675793991
9,4,55295.31066760958,-5.202791593610057
9,4,55877.18961691242,-5.500111922345795
9,4,56569.2657846491,-5.946092415449401
9,4,57201.13744437335,-5.946092415449401
9,4,57830.79449481742,-5.946092415449401
9,4,58518.05184669523,-5.946092415449401
9,4,59136.53333637652,-4.490674220450243
9,4,59784.973538595696,-3.7291333116641563
9,4,60459.80448360231,-3.613145710893621
9,4,61071.92922837968,-3.0620977930833564
9,4,61743.294717997705,-2.9516770944949826
9,4,62413.40936150731,-2.6632286234129823
9,4,63063.777090070034,-3.0269245217337652
9,4,63760.28247636708,-2.88897090512933
9,4,64463.144607568036,-1.7338449855162068
9,4,65095.016267292296,-1.065188405126155
9,4,65705.89016596126,-0.5338319900685919
9,4,66372.14975678378,-0.3163583802164922
9,4,66968.95680517465,-0.023448847566394208
9,4,67654.96331094403,0.5600831382819884
9,4,68329.22009007738,0.33709289173018486
9,4,68975.44568301637,1.0357956642591692
9,4,69577.0715472661,1.08039371356953
9,4,70285.03957726255,1.6453337540939683
9,4,70933.47977948173,2.0875569023838816
9,4,71557.06716795854,2.5412971293418556
9,4,72233.82563930869,3.6074154458934737
9,4,72953.25631300457,4.330534676526158
9,4,73572.414482921,4.13419770204741
