Tubule_ID,Loop_ID,Branch_ID,Ref,distance,unwrapped_phase
5,1,1,R1,0,0.33709289173018486
5,1,1,0,17.32050807568877,0.33709289173018486
5,1,1,0,31.462643699419726,0.33709289173018486
5,1,1,0,48.78315177510849,0.33709289173018486
5,1,1,0,62.92528739883945,0.33709289173018486
5,1,1,0,77.0674230225704,0.33709289173018486
5,1,1,0,91.20955864630135,0.33709289173018486
5,1,1,0,105.35169427003231,0.33709289173018486
5,1,1,0,119.49382989376325,0.33709289173018486
5,1,1,0,133.6359655174942,0.33709289173018486
5,1,1,0,147.77810114122516,0.33709289173018486
5,1,1,0,161.92023676495612,0.33709289173018486
5,1,1,0,176.06237238868704,0.33709289173018486
5,1,1,0,193.38288046437583,0.33709289173018486
5,1,1,0,203.38288046437583,0.33709289173018486
5,1,1,0,217.52501608810678,0.33709289173018486
5,1,1,0,234.84552416379555,0.33709289173018486
5,1,1,0,248.9876597875265,0.33709289173018486
5,1,1,0,263.1297954112575,0.33709289173018486
5,1,1,0,277.2719310349884,0.33709289173018486
5,1,1,0,291.4140666587194,0.33709289173018486
5,1,1,0,301.4140666587194,0.33709289173018486
5,1,1,0,315.55620228245033,0.33709289173018486
5,1,1,0,325.55620228245033,0.33709289173018486
5,1,1,0,335.55620228245033,0.33709289173018486
5,1,1,0,349.6983379061812,0.33709289173018486
5,1,1,0,359.6983379061812,0.33709289173018486
5,1,1,0,369.6983379061812,0.33709289173018486
5,1,1,0,379.6983379061812,0.33709289173018486
5,1,1,0,389.6983379061812,0.33709289173018486
5,1,1,0,403.84047352991223,0.33709289173018486
5,1,1,0,413.84047352991223,0.33709289173018486
5,1,1,0,427.9826091536432,0.33709289173018486
5,1,1,0,437.9826091536432,0.33709289173018486
5,1,1,0,452.1247447773741,0.33709289173018486
5,1,1,0,462.1247447773741,0.33709289173018486
5,1,1,0,472.1247447773741,0.33709289173018486
5,1,1,0,486.2668804011051,0.33709289173018486
5,1,1,0,496.2668804011051,0.33709289173018486
5,1,1,0,510.409016024836,0.33709289173018486
5,1,1,0,520.409016024836,0.33709289173018486
5,1,1,0,530.409016024836,0.33709289173018486
5,1,1,0,544.551151648567,0.33709289173018486
5,1,1,0,554.551151648567,0.33709289173018486
5,1,1,0,568.6932872722979,0.33709289173018486
5,1,1,0,582.8354228960288,0.33709289173018486
5,1,1,0,592.8354228960288,0.33709289173018486
5,1,1,0,606.9775585197599,0.33709289173018486
5,1,1,0,621.1196941434907,-0.3163583802164922
5,1,1,0,631.1196941434907,-0.3163583802164922
5,1,1,0,645.2618297672217,-0.3163583802164922
5,1,1,0,655.2618297672217,-0.3163583802164922
5,1,1,0,665.2618297672217,-0.3163583802164922
5,1,1,0,679.4039653909527,-0.3163583802164922
5,1,1,0,689.4039653909527,-0.3163583802164922
5,1,1,0,699.4039653909527,-0.3163583802164922
5,1,1,0,713.5461010146837,-0.3163583802164922
5,1,1,0,730.8666090903723,-0.3163583802164922
5,1,1,0,745.0087447141034,-0.3163583802164922
5,1,1,0,755.0087447141034,-0.3163583802164922
5,1,1,0,769.1508803378343,-0.3163583802164922
5,1,1,0,783.2930159615653,-0.3163583802164922
5,1,1,0,797.4351515852961,-0.3163583802164922
5,1,1,0,807.4351515852961,-0.3163583802164922
5,1,1,0,821.5772872090271,-0.3163583802164922
5,1,1,0,835.7194228327581,-0.3163583802164922
5,1,1,0,853.0399309084469,-0.3163583802164922
5,1,1,0,867.1820665321777,1.08039371356953
5,1,1,0,881.3242021559088,1.08039371356953
5,1,1,0,898.6447102315975,1.08039371356953
5,1,1,0,915.9652183072864,1.08039371356953
5,1,1,0,930.1073539310173,1.08039371356953
5,1,1,0,940.1073539310173,1.08039371356953
5,1,1,0,954.2494895547482,1.08039371356953
5,1,1,0,971.569997630437,1.08039371356953
5,1,1,0,985.712133254168,1.08039371356953
5,1,1,0,1003.0326413298567,1.08039371356953
5,1,1,0,1013.0326413298567,1.08039371356953
5,1,1,0,1027.1747769535878,1.08039371356953
5,1,1,0,1037.1747769535878,1.08039371356953
5,1,1,0,1051.3169125773186,1.08039371356953
5,1,1,0,1065.4590482010497,1.08039371356953
5,1,1,0,1075.4590482010497,1.08039371356953
5,1,1,0,1089.6011838247805,1.08039371356953
5,1,1,0,1103.7433194485116,1.08039371356953
5,1,1,0,1117.8854550722424,1.08039371356953
5,1,1,0,1132.0275906959732,1.08039371356953
5,1,1,0,1146.1697263197043,1.08039371356953
5,1,1,0,1160.3118619434354,1.08039371356953
5,1,1,0,1174.4539975671662,1.08039371356953
5,1,1,0,1188.5961331908973,1.08039371356953
5,1,1,0,1198.5961331908973,1.08039371356953
5,1,1,0,1212.738268814628,1.08039371356953
5,1,1,0,1222.738268814628,1.08039371356953
5,1,1,0,1236.8804044383592,1.08039371356953
5,1,1,0,1251.02254006209,1.08039371356953
5,1,1,0,1261.02254006209,1.08039371356953
5,1,1,0,1271.02254006209,1.08039371356953
5,1,1,0,1285.164675685821,1.08039371356953
5,1,1,0,1295.164675685821,1.08039371356953
5,1,1,0,1309.3068113095521,1.08039371356953
5,1,1,0,1319.3068113095521,1.08039371356953
5,1,1,0,1333.448946933283,1.08039371356953
5,1,1,0,1347.591082557014,1.08039371356953
5,1,1,0,1357.591082557014,1.08039371356953
5,1,1,0,1371.7332181807446,1.08039371356953
5,1,1,0,1381.7332181807446,1.08039371356953
5,1,1,0,1395.8753538044757,1.08039371356953
5,1,1,0,1410.0174894282068,1.08039371356953
5,1,1,0,1420.0174894282068,1.08039371356953
5,1,1,0,1434.1596250519376,1.08039371356953
5,1,1,0,1444.1596250519376,1.08039371356953
5,1,1,0,1454.1596250519376,1.08039371356953
5,1,1,0,1468.3017606756687,1.08039371356953
5,1,1,0,1478.3017606756687,1.08039371356953
5,1,1,0,1492.4438962993995,1.08039371356953
5,1,1,0,1502.4438962993995,1.08039371356953
5,1,1,0,1516.5860319231306,1.08039371356953
5,1,1,0,1526.5860319231306,1.08039371356953
5,1,1,0,1536.5860319231306,1.08039371356953
5,1,1,0,1546.5860319231306,1.08039371356953
5,1,1,0,1556.5860319231306,1.08039371356953
5,1,1,0,1566.5860319231306,1.08039371356953
5,1,1,0,1576.5860319231306,1.08039371356953
5,1,1,0,1590.7281675468616,1.08039371356953
5,1,1,0,1604.8703031705923,1.08039371356953
5,1,1,0,1619.0124387943233,1.08039371356953
5,1,1,0,1633.1545744180542,1.08039371356953
5,1,1,0,1647.2967100417852,1.08039371356953
5,1,1,0,1661.4388456655163,1.08039371356953
5,1,1,0,1675.5809812892471,1.08039371356953
5,1,1,0,1689.7231169129782,1.08039371356953
5,1,1,0,1703.865252536709,1.08039371356953
5,1,1,0,1718.00738816044,1.08039371356953
5,1,1,0,1735.3278962361287,1.08039371356953
5,1,1,0,1749.4700318598598,1.08039371356953
5,1,1,0,1766.7905399355484,1.08039371356953
5,1,1,0,1784.1110480112375,1.08039371356953
5,1,1,0,1801.431556086926,1.08039371356953
5,1,1,0,1818.7520641626147,1.08039371356953
5,1,1,0,1832.8941997863458,1.08039371356953
5,1,1,0,1850.2147078620346,1.08039371356953
5,1,1,0,1860.2147078620346,1.08039371356953
5,1,1,0,1877.5352159377235,1.08039371356953
5,1,1,0,1891.6773515614543,1.08039371356953
5,1,1,0,1905.8194871851854,1.08039371356953
5,1,1,0,1923.139995260874,1.08039371356953
5,1,1,0,1937.282130884605,1.08039371356953
5,1,1,0,1954.6026389602937,1.08039371356953
5,1,1,0,1964.6026389602937,1.08039371356953
5,1,1,0,1981.9231470359823,1.08039371356953
5,1,1,0,1996.0652826597134,1.08039371356953
5,1,1,0,2013.3857907354022,1.08039371356953
5,1,1,0,2027.5279263591333,1.08039371356953
5,1,1,0,2044.848434434822,1.08039371356953
5,1,1,0,2058.990570058553,1.08039371356953
5,1,1,0,2073.132705682284,1.08039371356953
5,1,1,0,2090.4532137579727,1.08039371356953
5,1,1,0,2104.5953493817033,0.33709289173018486
5,1,1,0,2114.5953493817033,0.33709289173018486
5,1,1,0,2128.737485005435,0.33709289173018486
5,1,1,0,2142.8796206291654,0.33709289173018486
5,1,1,0,2152.8796206291654,0.33709289173018486
5,1,1,0,2162.8796206291654,0.33709289173018486
5,1,1,0,2172.8796206291654,0.33709289173018486
5,1,1,0,2182.8796206291654,0.33709289173018486
5,1,1,0,2197.0217562528965,0.33709289173018486
5,1,1,0,2207.0217562528965,0.33709289173018486
5,1,1,0,2224.342264328585,0.33709289173018486
5,1,1,0,2238.4843999523164,0.33709289173018486
5,1,1,0,2255.804908028005,1.08039371356953
5,1,1,0,2265.804908028005,1.08039371356953
5,1,1,0,2279.947043651736,1.08039371356953
5,1,1,0,2289.947043651736,1.08039371356953
5,1,1,0,2304.089179275467,1.08039371356953
5,1,1,0,2314.089179275467,0.33709289173018486
5,1,1,0,2324.089179275467,0.33709289173018486
5,1,1,0,2338.231314899198,0.33709289173018486
5,1,1,0,2348.231314899198,0.33709289173018486
5,1,1,0,2358.231314899198,0.33709289173018486
5,1,1,0,2368.231314899198,0.33709289173018486
5,1,1,0,2382.3734505229286,0.33709289173018486
5,1,1,0,2392.3734505229286,0.33709289173018486
5,1,1,0,2402.3734505229286,0.33709289173018486
5,1,1,0,2416.5155861466596,0.33709289173018486
5,1,1,0,2426.5155861466596,1.08039371356953
5,1,1,0,2440.6577217703907,1.08039371356953
5,1,1,0,2454.7998573941218,1.08039371356953
5,1,1,0,2468.9419930178524,1.08039371356953
5,1,1,0,2483.0841286415834,1.08039371356953
5,1,1,0,2497.2262642653145,1.08039371356953
5,1,1,0,2511.3683998890456,1.08039371356953
5,1,1,0,2528.688907964734,1.08039371356953
5,1,1,0,2542.831043588465,1.08039371356953
5,1,1,0,2556.973179212196,1.08039371356953
5,1,1,0,2571.115314835927,1.08039371356953
5,1,1,0,2588.4358229116156,1.08039371356953
5,1,1,0,2605.756330987305,1.08039371356953
5,1,1,0,2623.0768390629937,1.08039371356953
5,1,1,0,2633.0768390629937,1.08039371356953
5,1,1,0,2650.397347138682,1.08039371356953
5,1,1,0,2664.539482762413,1.08039371356953
5,1,1,0,2681.859990838102,1.08039371356953
5,1,1,0,2696.0021264618326,1.08039371356953
5,1,1,0,2710.1442620855637,1.08039371356953
5,1,1,0,2724.2863977092948,1.08039371356953
5,1,1,0,2741.6069057849836,1.08039371356953
5,1,1,0,2751.6069057849836,1.08039371356953
5,1,1,0,2765.7490414087147,1.08039371356953
5,1,1,0,2783.069549484403,1.08039371356953
5,1,1,0,2793.069549484403,1.08039371356953
5,1,1,0,2807.211685108134,1.08039371356953
5,1,1,0,2821.353820731865,1.08039371356953
5,1,1,0,2831.353820731865,1.08039371356953
5,1,1,0,2845.4959563555963,1.08039371356953
5,1,1,0,2855.4959563555963,1.08039371356953
5,1,1,0,2869.638091979327,1.08039371356953
5,1,1,0,2883.780227603058,1.08039371356953
5,1,1,0,2897.922363226789,1.08039371356953
5,1,1,0,2907.922363226789,1.08039371356953
5,1,1,0,2922.06449885052,1.08039371356953
5,1,1,0,2936.206634474251,1.08039371356953
5,1,1,0,2950.3487700979813,1.08039371356953
5,1,1,0,2964.490905721713,0.33709289173018486
5,1,1,0,2978.6330413454434,0.33709289173018486
5,1,1,0,2995.9535494211327,0.33709289173018486
5,1,1,0,3010.095685044863,0.33709289173018486
5,1,1,0,3024.2378206685944,0.33709289173018486
5,1,1,0,3041.5583287442832,0.33709289173018486
5,1,1,0,3058.878836819972,1.08039371356953
5,1,1,0,3073.0209724437027,1.08039371356953
5,1,1,0,3087.1631080674338,1.08039371356953
5,1,1,0,3101.305243691165,1.08039371356953
5,1,1,0,3118.6257517668537,1.08039371356953
5,1,1,0,3132.7678873905843,1.08039371356953
5,1,1,0,3146.9100230143154,1.08039371356953
